sentimen llm,tweet_with_tags
negatif,Hahahahaha <Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal> kocak bangetttttttt anjayyyy
negatif,<Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira>
netral,00.58:tikujubar<Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira>
negatif,<Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira>
negatif,<Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira> lucu mantafffff
netral,"Syp tau besok Tamba. Tamba tamba.<Wajah Menangis Gembira> para,<Wajah Menangis Gembira><Wajah Menangis Gembira>"
netral,3:44 lagi santai kawan<Wajah Menangis Gembira>
negatif,Gokil habis kawan <Hati Merah>️<Hati Merah>️<Hati Merah>️<Hati Merah>️<Hati Merah>️<Hati Merah>️ <Tanda Kecupan Ciuman><Tanda Kecupan Ciuman><Jempol Ke Atas><Jempol Ke Atas><Jempol Ke Atas><Tanda Kecupan Ciuman>
positif,<Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira> ngakak <Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira> achh <Wajah Menyeringai Dengan Mata Tersenyum><Wajah Menyeringai Dengan Mata Tersenyum>
netral,<Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira>🎉Terima kasih udah menghibur
negatif,Mantap<Hati Merah><Wajah Menangis Gembira>🇮🇩💚👆👇👈<Wajah Mata Duitan>
negatif,Guys<Hati Merah>🎉 Wisata.Makassar City dan Kulinernya byk<Hati Merah> Rus<Hati Merah>🎉🎉🎉🎉<Hati Merah><Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin>.
negatif,"Guys<Hati Merah>🎉 Datanglah kekotaq MAKASSAR CITY.SULSEL Pantai Losari dan Kulinernya .ok aq tunggu ya Guys<Hati Merah><Hati Merah>,Sudi Mampir ya<Hati Merah><Hati Merah><Hati Merah><Hati Merah>🎉🎉🎉QR<Hati Merah><Wajah Menangis>."
positif,Kerennya indonesia meski masih banyak pemerintah dan masyarakatnya yg bersifat buruk terutama yg terbanyak di daerah jabwaodetabek <Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira>
negatif,Dieng yg sebegitu populernya gak masuk..eh 2 tempat wisata di kulonprogo yg masih cukup asjng malah masuk <Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin>
negatif,Indonesia Surga Dunia <Hati Merah>
negatif,Wisatanya sangat Kren <Hati Merah>
negatif,"mantap kakk🥰
Salah satu tempatnya itu impian saya vangett<Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum>"
negatif,Woooo keren<Hati Merah><Hati Merah>
negatif,Panorama keindahan yang begitu mempesona dari kekayaan pulau seluruh destinasinya <Hati Merah><Hati Merah><Hati Merah>
negatif,<Hati Merah><Hati Merah><Hati Merah><Hati Merah><Hati Merah>🎉🎉 bagiku indah semoga luar biasa sukses selalu
positif,"Kurang teliti untuk wisata terindah air kawah yg mana?
Untuk tracking gunung mana? 
Untuk diving dimana? 
Kurang hiling <Wajah Menangis Gembira><Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin>"
negatif,Wisatanya sangat menarik<Hati Merah>
negatif,Indahnya alam Indonesiaku<Wajah Tersenyum Malaikat>🥰
negatif,Indah sekali<Hati Merah>
negatif,"Indah sekali tempat""wisata di Indonesia <Hati Merah>"
negatif,"MashaAllah tabarokallah 
Subhanallah sungguh indah ciptaan Allah SWT<Wajah Menangis><Hati Merah><Hati Merah><Hati Merah>"
negatif,Wawwww indah sekali destinasi nya<Hati Merah>
negatif,Luar biasa kali memang keindahan alam nya <Wajah Memeluk>
negatif,🎉Maasyaallah Indahnya Negeriku<Hati Merah>
negatif,The best mah kepulauan Indonesia. Sayang banget KLO ga terjaga <Wajah Menangis Kencang>
negatif,"Indonesia emang keren , alam semesta yg <Hati Merah> ...luar biasa indah 🥰"
netral,Selamat malam hai<Wajah Tersenyum Dengan Mata Tersenyum>
negatif,Ternyata masih banyak yang belum kita tau keindahan alam indonesia seluas itu Indonesia ku<Hati Merah>
negatif,🤩🩵<Wajah Tersenyum Dengan Mata Hati>🌴 ⛱️🏖️💙<Wajah Tersenyum Dengan Mata Hati>
negatif,Indahnya alamku <Wajah Meniup Ciuman>
negatif,"Destinasi pariwisata di indonesia luar biasa...
Tapi...bkan cm alam nya yg indah yg bsa mmbuat tourist nyaman.....bnyak pendukung yg hrus lebih mmbuat tourist itu nyman..
Terutama karakter masyarakat yg hrus bsa mmbuat tourist itu tertarik datang ......jga infrastuktur dan akomodasi yg memadai......
Dulu..bali bisa mendunia karena karakter masyarakat dan budyanya yg kuat mnjga tradisi adat bali....tp sekarang...bnyak prubahan...entah knpa...di bali skrang bnyak trjadi tndkn2 kriminal.....yg mmbuat kenyaman tourist ga nyaman....
Tapi itulah...hanya perubahan yg kekal....ILOVEINDONESIA♥️<Tangan Merapat Berdoa><Otot Lengan Kuat>"
negatif,Dolan - Dolan bro....<Wajah Tersenyum Dengan Mata Tersenyum>
netral,ya Allah semoga aku bs pergi ya minimal 20tempat ya Allah<Wajah Tersenyum Dengan Mata Tersenyum>
netral,"Setidaknya saya sudah mengunjungi 9 di antaranya.
Candi Prambanan, Candi Borobudur, Gunung Bromo, Garuda Wisnu Kencana, Ubud, Monkey Forest, Pantai Losari Makassar, Malino, Pantai Tanjung Bira<Wajah Memeluk>"
positif,"ada yg benar2 indah, ada pula dipaksakan masuk untuk indah, sudah 30 provinsi dan tempat indah yg saya singahi banyak yg tidak masuk.. <Wajah Menangis Gembira><Wajah Menangis Gembira>."
netral,Assalamualaikum lombok tengah hadir nyimak<Wajah Tersenyum Simpel>️
negatif,Keren bener<Hati Merah>
negatif,Yg di polo jawa sebagian besar sdh saya kunjungi....saya suka touring & camping...<Hati Merah> Indonesia
negatif,Indonesia is heaven <Wajah Menangis Gembira>
negatif,Memang tdk d ragukan lg.. btapa indahnya smua wisata2 yg ada d Indonesia..sekali datang selalu pengen kembali dan kembali..<Jempol Ke Atas><Jempol Ke Atas><Otot Lengan Kuat><Otot Lengan Kuat><Otot Lengan Kuat>
negatif,Indonesia yg kaya akan alam nya <Wajah Tersenyum Dengan Mata Hati>
negatif,Masya Alloh indahnya ciptaan Alloh <Hati Merah><Hati Merah>
negatif,Kekayaan alam indonesia sangat indah....Destinasti wisatanya mantap&keren <Jempol Ke Atas><Jempol Ke Atas><Jempol Ke Atas>
netral,<Hati Merah> indonesia punya
negatif,Bagus pemandanganya<Jempol Ke Atas>
negatif,Mantap destinasti wisata di Indonesia keren<Jempol Ke Atas>
negatif,Wah jadi tau tempat wisata yg indah  yg terdekat<Wajah Tersenyum Dengan Mata Tersenyum>
netral,Ini juga pelajaran geografi <Hati Merah>
netral,"Permisi kak, mohon izin untuk save vidio nya karena kebutuhan tugas sekolah, untuk cr vidio akan kmi pasang kok kak, terima kasih<Wajah Tersenyum Malaikat><Tangan Merapat Berdoa>🏻"
negatif,terima kasih<Hati Merah>️
negatif,dengan senang hati<Wajah Tersenyum Dengan Mata Tersenyum>
negatif,Saya cinta wisata indonesia<Hati Merah><Hati Merah><Hati Merah>
netral,I <Hati Merah> indonesia
negatif,Keren sekali <Hati Merah><Hati Merah>
negatif,indah nyaa<Hati Merah><Hati Merah>
negatif,Indah sekali pemandangan nya<Hati Merah>
negatif,Kerennnn....Indonesiaku Indahhhhh<Hati Merah><Hati Merah><Hati Merah>
negatif,"Bagus pisan, kapan bisa berkunjung <Jempol Ke Atas>"
negatif,Keren pemandangan yang indah <Jempol Ke Atas>
negatif,Menakjubkan<Wajah Tersenyum Dengan Mata Tersenyum>
negatif,Indonesia kaya akan keindahan nya<Hati Merah>
netral,Otw klok punya uang bnyak ksana<Wajah Menangis Gembira>
negatif,Jadi pengen healing <Wajah Menangis Gembira>
netral,<Hati Merah> Indonesia
netral,"Lagi bosen dirumah, pengen liburan ga punya bajet, tinggal nonton video ini<Hati Merah><Hati Merah><Hati Merah><Wajah Tersenyum Dengan Mata Tersenyum>"
negatif,Bagus sekalii <Hati Merah>
negatif,Banyak tempat wisata yg Indah bagat saya cinta indonesia<Hati Merah><Hati Merah><Hati Merah><Hati Merah>
negatif,Wawww pemandangan yang indah<Hati Merah>
negatif,Indonesia surganya pariwisata <Hati Merah><Hati Merah>
negatif,Semoga tahun depan bisa keliling Indonesia <Hati Merah>
negatif,"ternyata di tanahku ini, banyak banget pemandangan yang sangat indah, and the best Indonesia<Hati Merah>"
negatif,Indah banget pemandangannya<Hati Merah><Hati Merah><Hati Merah>🎉🎉🎉
negatif,Istimewa <Hati Merah>
negatif,<Hati Merah><Hati Merah><Hati Merah><Hati Merah><Hati Merah>INDONESIA
negatif,Alhamdulillah semakin bangga dengan indonesia<Hati Merah>
negatif,Indah banget pemandangan nya<Wajah Tersenyum Dengan Mata Hati><Wajah Tersenyum Dengan Mata Hati><Wajah Tersenyum Dengan Mata Hati>
negatif,Indah Nian ciptaan Tuhan <Hati Merah><Hati Merah>
negatif,Wonderful Indonesia <Hati Merah><Hati Merah><Hati Merah>
negatif,Indonesia tercinta <Hati Merah>
negatif,Sangat menghibur<Hati Merah><Hati Merah><Hati Merah>
negatif,lokasi keren banget..<Hati Merah>
netral,"<Hati Merah> di desa mana ya?!
Aku pengen kesini?"
negatif,Terbaikkkkk<Jempol Ke Atas>
negatif,Bagus banget <Hati Merah><Hati Merah>
negatif,SEJUK BROOO<Hati Merah>
negatif,Beh keren banget gak tuuu<Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin><Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin><Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin><Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin>
negatif,sungguh luar biasa alami<Hati Merah>
negatif,Masyallah pgn kesana<Wajah Menangis>
negatif,masyaallah<Hati Merah>
negatif,Bagus kali pemandangan nya <Wajah Tersenyum Dengan Mata Hati>
netral,Pernah liburan kesini bareng keluarga rame² saat liban sekolah. semoga bisa kesini lagi saat liburan<Wajah Tersenyum Dengan Mata Tersenyum>
negatif,Keindahan alam indonesia emng tidak diragukan lagii<Wajah Tersenyum Dengan Mata Hati>
negatif,Baguss sekali pemandangan nya cocok buat liburan yg stres dengan kerjaan nya sehari' cocok lah wisata di sini .. ternyata alam Indonesia masih terjaga dan alamii <Wajah Tersenyum Dengan Mata Hati>
negatif,Jadi Inget kampung waktu dulu <Wajah Tersenyum Dengan Mata Hati>
negatif,Ngiler pengen kesana<Wajah Mengiler>
negatif,"Woww, seruuu bangetttt<Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin>"
negatif,Keren ya... 🎉<Hati Merah>
negatif,Indah nyaaa<Hati Merah><Hati Merah><Hati Merah><Hati Merah>
negatif,Kereennn indonesiaku..<Hati Merah>
negatif,Bagus yang pengen liburan dengan suasana pedesaan <Wajah Tersenyum Dengan Mata Tersenyum>
negatif,Wisata paling asik ya di Indonesia <Hati Merah>
negatif,Indah pemandangan nyaa<Hati Merah><Hati Merah><Hati Merah>
negatif,Luar biasa pemandangan ny<Wajah Terperangah Terbuka>
negatif,Bguss bnget<Hati Merah>
negatif,Waaaahhhh bagus sekali<Hati Merah><Hati Merah>
negatif,Wooww it's amazing<Api><Api> Indonesia memang kaya akan wisata<Hati Merah>
negatif,nice info<Hati Merah>
netral,"haloo kak, izin pakai beberapa klip videonya untuk tugas video ya kak, terimakasih! <Hati Merah>"
negatif,"walaupun banyak  sampah yang menumpuk dan tambang ilegal dimana mana tapi masih ada pemandangan yang bagus dan indah terus lah semangat menggapai cita cita kalian, kalian hidup di dunia karena suatu alasan<Wajah Tersenyum Dengan Mata Tersenyum>"
netral,"Kak , ijin ambil video nya ya , buat latar musik <Wajah Tersenyum Dengan Mata Tersenyum>"
netral,kak izin ambil videonya soalnya untuk voice over<Tangan Merapat Berdoa>🏻
netral,"permission to use, plss.. Educational purposes po<Wajah Tersenyum Malaikat><Wajah Tersenyum Malaikat>"
netral,"Please allow me to take some video clips to use as background music for DJs on TikTok and YouTube.
<Tangan Merapat Berdoa><Tangan Merapat Berdoa>"
netral,Permissiom to save this video<Tangan Merapat Berdoa>
negatif,Very beautiful <Hati Merah><Hati Merah><Hati Merah><Hati Merah>
netral,"Izin ambil video buat tugas kuliah, terimakasih<Tangan Merapat Berdoa>🏻"
netral,Izin ambil vidio<Wajah Tersenyum Dengan Mata Tersenyum>
negatif,Ya Allah kok Indonesia sangat indahhhhahh bangetttt sihhhhhhh<Wajah Menangis Kencang>
netral,"izin ambil videonya dikit untuk tugas kuliah yaa kak, nanti saya cantumin nama channelnya <Tangan Merapat Berdoa>🏻"
negatif,Rilex <Hati Merah>🇮🇩🇮🇩
negatif,Salam semuanya ini aku KARTIA PANAI Indahnya negaraku hasil patrolinya AKU ini Aku KARTIA PANAI<Hati Merah><Hati Merah><Hati Merah><Hati Merah><Hati Merah><Hati Merah><Hati Merah><Hati Merah><Hati Merah><Hati Merah><Hati Merah><Hati Merah><Hati Merah><Hati Merah><Hati Merah><Hati Merah><Hati Merah><Hati Merah><Hati Merah><Hati Merah><Hati Merah><Hati Merah><Hati Merah><Hati Merah><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Hati Merah><Hati Merah><Hati Merah><Hati Merah><Hati Merah><Hati Merah><Hati Merah><Hati Merah><Hati Merah><Hati Merah><Hati Merah><Hati Merah><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Hati Merah><Hati Merah><Hati Merah><Hati Merah><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira>
negatif,"Luar biasa, keren <Hati Merah><Hati Merah>"
netral,"Ijin ambil vidio buat tugas kuliah, makasih <Tangan Merapat Berdoa>🏻"
netral,"Where Nias ?? OHH maybe Nias is not Indonesia, Nias island has to be freedom be countri..Republik of Nias .<Kepalan Tangan Kejayaan><Wajah Bersungut Marah>"
negatif,I love Indonesia...<Hati Merah>
netral,Ini bagus🎉<Hati Merah>
netral,Izin ambil vidio nya kak<Tangan Merapat Berdoa>
negatif,This is a very beautiful view of Bali island <Hati Merah>
negatif,Lindo🇧🇷<Tangan Terbuka Jari Merenggang><Tangan Merapat Berdoa><Tangan Merapat Berdoa>
negatif,"Indonesia tanah air beta
pusaka abadi nan jaya<Hati Merah>"
netral,I<Hati Merah> my county Indonesia🇮🇩
negatif,So beautiful <Hati Merah>
negatif,"A very beautiful country.. I really love my country INDONESIA 🇮🇩<Hati Merah>
Thank you for the video documentation<Hati Merah>"
negatif,Beatiful<Hati Merah>💖<Wajah Tersenyum Dengan Mata Hati>🥰
positif,Asli bikin ngantuk............. <Wajah Agak Tersenyum>
negatif,🇮🇩🌴🌅🏞️🏖️🌊🌋🌄🌳🌾🌿🍃🍀🌺🍁<Wajah Tersenyum Dengan Mata Hati>
netral,"Awesome sceneries, an another captivating video ! 
Peace on your way to you and all who are reading this <Tangan Merapat Berdoa>"
positif,Desa dan lautannya bagus. Tapi kotanya<Wajah Menangis> kacau
negatif,Just beautiful! <Wajah Tersenyum Dengan Mata Hati><Jempol Ke Atas>🏼
positif,njirrr tiba2 direkomenin ini <Wajah Menangis Gembira>
netral,"-Tempe
-Mie Ayam
-Sate.<Wajah Menikmati Makanan Lezat>"
netral,Kesini karena jokowi pensiun<Wajah Menangis Gembira><Wajah Menangis Gembira>
negatif,Masak daun singkong bumbu komplit aja rasanya bisa enak banget <Wajah Menangis Kencang><Wajah Menangis Kencang>
netral,Bisa gitu <Wajah Menangis Gembira>
netral,Ini video pas pak jokowi masih waras pikirannya <Wajah Tersenyum Dengan Mulut Terbuka>
